smiles,fitness,generation,selfies
C1=Cc2c(-c3sc(-c4scc5ccsc45)c4sccc34)sc(-c3cccnc3)c2[SiH2]1,7.474900000000005,0,[C][=C][C][=C][Branch2][Ring1][O][C][S][C][Branch1][=N][C][S][C][=C][C][=C][S][C][=Ring1][Branch2][Ring1][Branch1][=C][S][C][=C][C][=Ring1][S][Ring1][Branch1][S][C][Branch1][=Branch2][C][=C][C][=C][N][=C][Ring1][=Branch1][=C][Ring2][Ring1][O][SiH2][Ring2][Ring1][=C][nop][nop][nop][nop][nop][nop][nop][nop][nop][nop]
C1=Cc2c(-c3sc(-c4scc5ccsc45)c4sccc34)sc(-c3cccnc3)c2C1,9.265799999999995,0,[C][=C][C][=C][Branch2][Ring1][O][C][S][C][Branch1][=N][C][S][C][=C][C][=C][S][C][=Ring1][Branch2][Ring1][Branch1][=C][S][C][=C][C][=Ring1][S][Ring1][Branch1][S][C][Branch1][=Branch2][C][=C][C][=C][N][=C][Ring1][=Branch1][=C][Ring2][Ring1][O][C][Ring2][Ring1][=C][nop][nop][nop][nop][nop][nop][nop][nop][nop][nop]
C1=Cc2c(-c3sc(-c4scc5ccsc45)c4sccc34)sc(-c3scc4[nH]ccc34)c2C1,10.413599999999992,0,[C][=C][C][=C][Branch2][Ring1][O][C][S][C][Branch1][=N][C][S][C][=C][C][=C][S][C][=Ring1][Branch2][Ring1][Branch1][=C][S][C][=C][C][=Ring1][S][Ring1][Branch1][S][C][Branch1][=N][C][S][C][=C][NH1][C][=C][C][=Ring1][Branch2][Ring1][Branch1][=C][Ring2][Ring1][=N][C][Ring2][Ring1][S][nop][nop][nop][nop][nop][nop]
C1=Cc2c(-c3sc(-c4scc5ccsc45)c4sccc34)sc(-c3scc4[se]ccc34)c2[SiH2]1,8.3516,0,[C][=C][C][=C][Branch2][Ring1][O][C][S][C][Branch1][=N][C][S][C][=C][C][=C][S][C][=Ring1][Branch2][Ring1][Branch1][=C][S][C][=C][C][=Ring1][S][Ring1][Branch1][S][C][Branch1][=N][C][S][C][=C][Se][C][=C][C][=Ring1][Branch2][Ring1][Branch1][=C][Ring2][Ring1][=N][SiH2][Ring2][Ring1][S][nop][nop][nop][nop][nop][nop]
C1=Cc2c(-c3sc(-c4scc5ccsc45)c4sccc34)sc(-c3cccnc3)c2C1,9.265799999999995,0,[C][=C][C][=C][Branch2][Ring1][O][C][S][C][Branch1][=N][C][S][C][=C][C][=C][S][C][=Ring1][Branch2][Ring1][Branch1][=C][S][C][=C][C][=Ring1][S][Ring1][Branch1][S][C][Branch1][=Branch2][C][=C][C][=C][N][=C][Ring1][=Branch1][=C][Ring2][Ring1][O][C][Ring2][Ring1][=C][nop][nop][nop][nop][nop][nop][nop][nop][nop][nop]
C1=Cc2c(-c3sc(-c4scc5ccsc45)c4sccc34)sc(-c3cccnc3)c2[SiH2]1,7.474900000000005,0,[C][=C][C][=C][Branch2][Ring1][O][C][S][C][Branch1][=N][C][S][C][=C][C][=C][S][C][=Ring1][Branch2][Ring1][Branch1][=C][S][C][=C][C][=Ring1][S][Ring1][Branch1][S][C][Branch1][=Branch2][C][=C][C][=C][N][=C][Ring1][=Branch1][=C][Ring2][Ring1][O][SiH2][Ring2][Ring1][=C][nop][nop][nop][nop][nop][nop][nop][nop][nop][nop]
C1=Cc2c(-c3sc(-c4scc5ccsc45)c4sccc34)sc(-c3ccc[se]3)c2[SiH2]1,7.136900000000005,0,[C][=C][C][=C][Branch2][Ring1][O][C][S][C][Branch1][=N][C][S][C][=C][C][=C][S][C][=Ring1][Branch2][Ring1][Branch1][=C][S][C][=C][C][=Ring1][S][Ring1][Branch1][S][C][Branch1][Branch2][C][=C][C][=C][Se][Ring1][Branch1][=C][Ring2][Ring1][#Branch2][SiH2][Ring2][Ring1][=N][nop][nop][nop][nop][nop][nop][nop][nop][nop][nop][nop]
C=Cc1c(-c2sc(-c3scc4ccsc34)c3sccc23)sc(-c2scc3occc23)c1C,11.060619999999991,0,[C][=C][C][=C][Branch2][Ring1][O][C][S][C][Branch1][=N][C][S][C][=C][C][=C][S][C][=Ring1][Branch2][Ring1][Branch1][=C][S][C][=C][C][=Ring1][S][Ring1][Branch1][S][C][Branch1][=N][C][S][C][=C][O][C][=C][C][=Ring1][Branch2][Ring1][Branch1][=C][Ring2][Ring1][=N][C][Ring2][Ring1][=N][nop][nop][nop][nop][nop][nop]
c1cc2c(-c3sc(-c4scc5ccsc45)c4sccc34)sc(-c3scc4[se]ccc34)c2o1,10.319399999999995,0,[C][=C][C][=C][Branch2][Ring1][O][C][S][C][Branch1][=N][C][S][C][=C][C][=C][S][C][=Ring1][Branch2][Ring1][Branch1][=C][S][C][=C][C][=Ring1][S][Ring1][Branch1][S][C][Branch1][=N][C][S][C][=C][Se][C][=C][C][=Ring1][Branch2][Ring1][Branch1][=C][Ring2][Ring1][=N][O][Ring2][Ring1][S][nop][nop][nop][nop][nop][nop]
C1=CCC2=C(c3cncc4nsnc34)SC(=C1)C1=c3ccsc3=C(c3scc4ccsc34)[SH]21,6.662900000000003,0,[C][=C][C][=C][Branch2][Ring1][O][C][S][C][Branch1][=N][C][S][C][=C][C][=C][S][C][=Ring1][Branch2][Ring1][Branch1][=C][S][C][=C][C][=Ring1][S][Ring1][Branch1][S][C][Branch1][=C][C][=C][N][=C][C][=N][S][N][=C][Ring1][=Branch2][Ring1][Branch1][=C][Ring2][Ring1][O][C][Ring2][Ring1][P][nop][nop][nop][nop][nop]
C1=Cc2c(-c3sc(-c4scc5ccsc45)c4sccc34)sc(-c3scc4ccoc34)c2[SiH2]1,8.887599999999996,0,[C][=C][C][=C][Branch2][Ring1][O][C][S][C][Branch1][=N][C][S][C][=C][C][=C][S][C][=Ring1][Branch2][Ring1][Branch1][=C][S][C][=C][C][=Ring1][S][Ring1][Branch1][S][C][Branch1][=N][C][S][C][=C][C][=C][O][C][=Ring1][Branch2][Ring1][Branch1][=C][Ring2][Ring1][=N][SiH2][Ring2][Ring1][S][nop][nop][nop][nop][nop][nop]
C1=Cc2c(-c3sc(-c4scc5ccsc45)c4sccc34)sc(-c3scc4occc34)c2C1,10.678499999999993,0,[C][=C][C][=C][Branch2][Ring1][O][C][S][C][Branch1][=N][C][S][C][=C][C][=C][S][C][=Ring1][Branch2][Ring1][Branch1][=C][S][C][=C][C][=Ring1][S][Ring1][Branch1][S][C][Branch1][=N][C][S][C][=C][O][C][=C][C][=Ring1][Branch2][Ring1][Branch1][=C][Ring2][Ring1][=N][C][Ring2][Ring1][S][nop][nop][nop][nop][nop][nop]
C1=Cc2c(-c3sc(-c4scc5ccsc45)c4sccc34)[se]c(-c3scc4cc[nH]c34)c2C1,9.409099999999995,0,[C][=C][C][=C][Branch2][Ring1][O][C][S][C][Branch1][=N][C][S][C][=C][C][=C][S][C][=Ring1][Branch2][Ring1][Branch1][=C][S][C][=C][C][=Ring1][S][Ring1][Branch1][Se][C][Branch1][=N][C][S][C][=C][C][=C][NH1][C][=Ring1][Branch2][Ring1][Branch1][=C][Ring2][Ring1][=N][C][Ring2][Ring1][S][nop][nop][nop][nop][nop][nop]
C1=Cc2c(-c3sc(-c4scc5ccsc45)c4sccc34)sc(-c3scc4cc[nH]c34)c2[SiH2]1,8.622699999999998,0,[C][=C][C][=C][Branch2][Ring1][O][C][S][C][Branch1][=N][C][S][C][=C][C][=C][S][C][=Ring1][Branch2][Ring1][Branch1][=C][S][C][=C][C][=Ring1][S][Ring1][Branch1][S][C][Branch1][=N][C][S][C][=C][C][=C][NH1][C][=Ring1][Branch2][Ring1][Branch1][=C][Ring2][Ring1][=N][SiH2][Ring2][Ring1][S][nop][nop][nop][nop][nop][nop]
C1=Cc2c(-c3sc(-c4scc5ccsc45)c4sccc34)sc(-c3scc4ccsc34)c2C1,11.146999999999991,0,[C][=C][C][=C][Branch2][Ring1][O][C][S][C][Branch1][=N][C][S][C][=C][C][=C][S][C][=Ring1][Branch2][Ring1][Branch1][=C][S][C][=C][C][=Ring1][S][Ring1][Branch1][S][C][Branch1][=N][C][S][C][=C][C][=C][S][C][=Ring1][Branch2][Ring1][Branch1][=C][Ring2][Ring1][=N][C][Ring2][Ring1][S][nop][nop][nop][nop][nop][nop]
C1=Cc2c(-c3sc(-c4scc5ccsc45)c4sccc34)sc(-c3scc4occc34)c2N=1,10.437199999999994,0,[C][=C][C][=C][Branch2][Ring1][O][C][S][C][Branch1][=N][C][S][C][=C][C][=C][S][C][=Ring1][Branch2][Ring1][Branch1][=C][S][C][=C][C][=Ring1][S][Ring1][Branch1][S][C][Branch1][=N][C][S][C][=C][O][C][=C][C][=Ring1][Branch2][Ring1][Branch1][=C][Ring2][Ring1][=N][N][=Ring2][Ring1][P][nop][nop][nop][nop][nop][nop]
C1=Cc2c(-c3sc(-c4scc5ccsc45)c4sccc34)sc(-c3ccccn3)c2[SiH2]1,7.474900000000005,0,[C][=C][C][=C][Branch2][Ring1][O][C][S][C][Branch1][=N][C][S][C][=C][C][=C][S][C][=Ring1][Branch2][Ring1][Branch1][=C][S][C][=C][C][=Ring1][S][Ring1][Branch1][S][C][Branch1][=Branch2][C][=C][C][=C][C][=N][Ring1][=Branch1][=C][Ring2][Ring1][O][SiH2][Ring2][Ring1][=C][nop][nop][nop][nop][nop][nop][nop][nop][nop][nop]
C1=Cc2c(-c3sc(-c4scc5ccsc45)c4sccc34)sc(-c3ncncn3)c2[SiH2]1,6.264900000000004,0,[C][=C][C][=C][Branch2][Ring1][O][C][S][C][Branch1][=N][C][S][C][=C][C][=C][S][C][=Ring1][Branch2][Ring1][Branch1][=C][S][C][=C][C][=Ring1][S][Ring1][Branch1][S][C][Branch1][=Branch2][C][=N][C][=N][C][=N][Ring1][=Branch1][=C][Ring2][Ring1][O][SiH2][Ring2][Ring1][=C][nop][nop][nop][nop][nop][nop][nop][nop][nop][nop]
C1=Cc2c(-c3sc(-c4scc5ccsc45)c4sccc34)sc(-c3ncncn3)c2[SiH2]1,6.264900000000004,0,[C][=C][C][=C][Branch2][Ring1][O][C][S][C][Branch1][=N][C][S][C][=C][C][=C][S][C][=Ring1][Branch2][Ring1][Branch1][=C][S][C][=C][C][=Ring1][S][Ring1][Branch1][S][C][Branch1][=Branch2][C][=N][C][=N][C][=N][Ring1][=Branch1][=C][Ring2][Ring1][O][SiH2][Ring2][Ring1][=C][nop][nop][nop][nop][nop][nop][nop][nop][nop][nop]
C1=Cc2c(-c3sc(-c4scc5ccsc45)c4sccc34)sc(-c3ncncn3)c2[SiH2]1,6.264900000000004,0,[C][=C][C][=C][Branch2][Ring1][O][C][S][C][Branch1][=N][C][S][C][=C][C][=C][S][C][=Ring1][Branch2][Ring1][Branch1][=C][S][C][=C][C][=Ring1][S][Ring1][Branch1][S][C][Branch1][=Branch2][C][=N][C][=N][C][=N][Ring1][=Branch1][=C][Ring2][Ring1][O][SiH2][Ring2][Ring1][=C][nop][nop][nop][nop][nop][nop][nop][nop][nop][nop]
C=S1N=CN=CC12[SiH2]C=CC=C(c1sc(-c3scc4ccsc34)c3sccc13)S2,7.058600000000004,0,[C][=C][C][=C][Branch2][Ring1][O][C][S][C][Branch1][=N][C][S][C][=C][C][=C][S][C][=Ring1][Branch2][Ring1][Branch1][=C][S][C][=C][C][=Ring1][S][Ring1][Branch1][S][C][Branch1][=Branch2][C][=N][C][=N][S][Ring1][=Branch1][=C][Ring2][Ring1][#Branch2][SiH2][Ring2][Ring1][=N][nop][nop][nop][nop][nop][nop][nop][nop][nop][nop][nop]
c1cc2c(-c3sc(-c4scc5ccsc45)c4sccc34)sc(-c3scc4cc[se]c34)c2o1,10.319399999999995,0,[C][=C][C][=C][Branch2][Ring1][O][C][S][C][Branch1][=N][C][S][C][=C][C][=C][S][C][=Ring1][Branch2][Ring1][Branch1][=C][S][C][=C][C][=Ring1][S][Ring1][Branch1][S][C][Branch1][=N][C][S][C][=C][C][=C][Se][C][=Ring1][Branch2][Ring1][Branch1][=C][Ring2][Ring1][=N][O][Ring2][Ring1][S][nop][nop][nop][nop][nop][nop]
C1=Cc2c(-c3sc(-c4scc5ccsc45)c4sccc34)sc(-c3cccs3)c2[SiH2]1,8.1414,0,[C][=C][C][=C][Branch2][Ring1][O][C][S][C][Branch1][=N][C][S][C][=C][C][=C][S][C][=Ring1][Branch2][Ring1][Branch1][=C][S][C][=C][C][=Ring1][S][Ring1][Branch1][S][C][Branch1][Branch2][C][=C][C][=C][S][Ring1][Branch1][=C][Ring2][Ring1][#Branch2][SiH2][Ring2][Ring1][=N][nop][nop][nop][nop][nop][nop][nop][nop][nop][nop][nop]
C=C1C2=CC(c3sc(-c4scc5ccsc45)c4sccc34)=C1[SiH2]2,6.253200000000003,0,[C][=C][C][=C][Branch2][Ring1][O][C][S][C][Branch1][=N][C][S][C][=C][C][=C][S][C][=Ring1][Branch2][Ring1][Branch1][=C][S][C][=C][C][=Ring1][S][Ring1][Branch1][C][=C][Ring2][Ring1][Branch1][SiH2][Ring2][Ring1][Branch1][nop][nop][nop][nop][nop][nop][nop][nop][nop][nop][nop][nop][nop][nop][nop][nop][nop][nop][nop][nop][nop]
C1=Cc2c(-c3sc(-c4scc5ccsc45)c4sccc34)sc(-c3scc4occc34)c2C1,10.678499999999993,0,[C][=C][C][=C][Branch2][Ring1][O][C][S][C][Branch1][=N][C][S][C][=C][C][=C][S][C][=Ring1][Branch2][Ring1][Branch1][=C][S][C][=C][C][=Ring1][S][Ring1][Branch1][S][C][Branch1][=N][C][S][C][=C][O][C][=C][C][=Ring1][Branch2][Ring1][Branch1][=C][Ring2][Ring1][=N][C][Ring2][Ring1][S][nop][nop][nop][nop][nop][nop]
C1=Cc2c(-c3sc(-c4scc5ccsc45)c4sccc34)sc(-c3ncncn3)c2[SiH2]1,6.264900000000004,0,[C][=C][C][=C][Branch2][Ring1][O][C][S][C][Branch1][=N][C][S][C][=C][C][=C][S][C][=Ring1][Branch2][Ring1][Branch1][=C][S][C][=C][C][=Ring1][S][Ring1][Branch1][S][C][Branch1][=Branch2][C][=N][C][=N][C][=N][Ring1][=Branch1][=C][Ring2][Ring1][O][SiH2][Ring2][Ring1][=C][nop][nop][nop][nop][nop][nop][nop][nop][nop][nop]
C1=Cc2c(-c3sc(-c4scc5ccsc45)c4sccc34)sc(-c3ccc[nH]3)c2C1,9.198899999999997,0,[C][=C][C][=C][Branch2][Ring1][O][C][S][C][Branch1][=N][C][S][C][=C][C][=C][S][C][=Ring1][Branch2][Ring1][Branch1][=C][S][C][=C][C][=Ring1][S][Ring1][Branch1][S][C][Branch1][Branch2][C][=C][C][=C][NH1][Ring1][Branch1][=C][Ring2][Ring1][#Branch2][C][Ring2][Ring1][=N][nop][nop][nop][nop][nop][nop][nop][nop][nop][nop][nop]
C1=Cc2c(-c3sc(-c4scc5ccsc45)c4sccc34)sc(-c3scc4occc34)c2C1,10.678499999999993,0,[C][=C][C][=C][Branch2][Ring1][O][C][S][C][Branch1][=N][C][S][C][=C][C][=C][S][C][=Ring1][Branch2][Ring1][Branch1][=C][S][C][=C][C][=Ring1][S][Ring1][Branch1][S][C][Branch1][=N][C][S][C][=C][O][C][=C][C][=Ring1][Branch2][Ring1][Branch1][=C][Ring2][Ring1][=N][C][Ring2][Ring1][S][nop][nop][nop][nop][nop][nop]
C1=Cc2c(-c3sc(-c4scc5ccsc45)c4sccc34)sc(-c3nccs3)c2[SiH2]1,7.536400000000004,0,[C][=C][C][=C][Branch2][Ring1][O][C][S][C][Branch1][=N][C][S][C][=C][C][=C][S][C][=Ring1][Branch2][Ring1][Branch1][=C][S][C][=C][C][=Ring1][S][Ring1][Branch1][S][C][Branch1][Branch2][C][=N][C][=C][S][Ring1][Branch1][=C][Ring2][Ring1][#Branch2][SiH2][Ring2][Ring1][=N][nop][nop][nop][nop][nop][nop][nop][nop][nop][nop][nop]
C1=Cc2c(-c3sc(-c4scc5ccsc45)c4sccc34)sc(-c3scc4occc34)c2C1,10.678499999999993,0,[C][=C][C][=C][Branch2][Ring1][O][C][S][C][Branch1][=N][C][S][C][=C][C][=C][S][C][=Ring1][Branch2][Ring1][Branch1][=C][S][C][=C][C][=Ring1][S][Ring1][Branch1][S][C][Branch1][=N][C][S][C][=C][O][C][=C][C][=Ring1][Branch2][Ring1][Branch1][=C][Ring2][Ring1][=N][C][Ring2][Ring1][S][nop][nop][nop][nop][nop][nop]
C1=Cc2c(-c3sc(-c4scc5ccsc45)c4sccc34)sc(-c3cccnc3)c2[SiH2]1,7.474900000000005,0,[C][=C][C][=C][Branch2][Ring1][O][C][S][C][Branch1][=N][C][S][C][=C][C][=C][S][C][=Ring1][Branch2][Ring1][Branch1][=C][S][C][=C][C][=Ring1][S][Ring1][Branch1][S][C][Branch1][=Branch2][C][=C][C][=C][N][=C][Ring1][=Branch1][=C][Ring2][Ring1][O][SiH2][Ring2][Ring1][=C][nop][nop][nop][nop][nop][nop][nop][nop][nop][nop]
C1=Cc2c(-c3sc(-c4scc5ccsc45)c4sccc34)sc(-c3scc4cc[nH]c34)c2N=1,10.172299999999995,0,[C][=C][C][=C][Branch2][Ring1][O][C][S][C][Branch1][=N][C][S][C][=C][C][=C][S][C][=Ring1][Branch2][Ring1][Branch1][=C][S][C][=C][C][=Ring1][S][Ring1][Branch1][S][C][Branch1][=N][C][S][C][=C][C][=C][NH1][C][=Ring1][Branch2][Ring1][Branch1][=C][Ring2][Ring1][=N][N][=Ring2][Ring1][S][nop][nop][nop][nop][nop][nop]
C1=Cc2c(-c3sc(-c4scc5ccsc45)c4sccc34)sc(-c3scc4ccoc34)c2[SiH2]1,8.887599999999996,0,[C][=C][C][=C][Branch2][Ring1][O][C][S][C][Branch1][=N][C][S][C][=C][C][=C][S][C][=Ring1][Branch2][Ring1][Branch1][=C][S][C][=C][C][=Ring1][S][Ring1][Branch1][S][C][Branch1][=N][C][S][C][=C][C][=C][O][C][=Ring1][Branch2][Ring1][Branch1][=C][Ring2][Ring1][=N][SiH2][Ring2][Ring1][S][nop][nop][nop][nop][nop][nop]
C1=Cc2c(-c3sc(-c4scc5ccsc45)c4sccc34)sc(-c3scc4ccoc34)c2[SiH2]1,8.887599999999996,0,[C][=C][C][=C][Branch2][Ring1][O][C][S][C][Branch1][=N][C][S][C][=C][C][=C][S][C][=Ring1][Branch2][Ring1][Branch1][=C][S][C][=C][C][=Ring1][S][Ring1][Branch1][S][C][Branch1][=N][C][S][C][=C][C][=C][O][C][=Ring1][Branch2][Ring1][Branch1][=C][Ring2][Ring1][=N][SiH2][Ring2][Ring1][S][nop][nop][nop][nop][nop][nop]
C1=Cc2c(-c3sc(-c4scc5ccsc45)c4sccc34)sc(-c3cncs3)c2C1,9.327299999999996,0,[C][=C][C][=C][Branch2][Ring1][O][C][S][C][Branch1][=N][C][S][C][=C][C][=C][S][C][=Ring1][Branch2][Ring1][Branch1][=C][S][C][=C][C][=Ring1][S][Ring1][Branch1][S][C][Branch1][Branch2][C][=C][N][=C][S][Ring1][Branch1][=C][Ring2][Ring1][#Branch2][C][Ring2][Ring1][=N][nop][nop][nop][nop][nop][nop][nop][nop][nop][nop][nop]
c1coc(-c2sc(-c3sc(-c4scc5ccsc45)c4sccc34)c3cc[nH]c23)c1,9.375799999999993,0,[C][=C][C][=C][Branch2][Ring1][O][C][S][C][Branch1][=N][C][S][C][=C][C][=C][S][C][=Ring1][Branch2][Ring1][Branch1][=C][S][C][=C][C][=Ring1][S][Ring1][Branch1][S][C][Branch1][Branch2][C][=C][C][=C][O][Ring1][Branch1][=C][Ring2][Ring1][#Branch2][NH1][Ring2][Ring1][=N][nop][nop][nop][nop][nop][nop][nop][nop][nop][nop][nop]
C1=Cc2c(-c3sc(-c4scc5ccsc45)c4sccc34)sc(-c3scc4occc34)c2C1,10.678499999999993,0,[C][=C][C][=C][Branch2][Ring1][O][C][S][C][Branch1][=N][C][S][C][=C][C][=C][S][C][=Ring1][Branch2][Ring1][Branch1][=C][S][C][=C][C][=Ring1][S][Ring1][Branch1][S][C][Branch1][=N][C][S][C][=C][O][C][=C][C][=Ring1][Branch2][Ring1][Branch1][=C][Ring2][Ring1][=N][C][Ring2][Ring1][S][nop][nop][nop][nop][nop][nop]
C1=Cc2c(-c3sc(-c4scc5ccsc45)c4sccc34)sc(-c3cccc4c3=CCC=4)c2[SiH2]1,7.044600000000006,0,[C][=C][C][=C][Branch2][Ring1][O][C][S][C][Branch1][=N][C][S][C][=C][C][=C][S][C][=Ring1][Branch2][Ring1][Branch1][=C][S][C][=C][C][=Ring1][S][Ring1][Branch1][S][C][Branch1][=C][C][=C][C][=C][C][C][Ring1][=Branch1][=C][C][C][=Ring1][Branch1][=C][Ring2][Ring1][=C][SiH2][Ring2][Ring1][P][nop][nop][nop][nop][nop]
C1=C[SiH2]C=C(c2cccc3cocc23)SC(c2sc(-c3scc4ccsc34)c3sccc23)=C1,9.42099999999999,0,[C][=C][C][=C][Branch2][Ring1][O][C][S][C][Branch1][=N][C][S][C][=C][C][=C][S][C][=Ring1][Branch2][Ring1][Branch1][=C][S][C][=C][C][=Ring1][S][Ring1][Branch1][S][C][Branch1][=C][C][=C][C][=C][C][=C][O][C][=C][Ring1][=Branch2][Ring1][Branch1][=C][Ring2][Ring1][=N][SiH2][Ring2][Ring1][P][nop][nop][nop][nop][nop]
c1cc2c(-c3sc(-c4scc5ccsc45)c4sccc34)sc(-c3cncc4nsnc34)c2o1,9.447399999999995,0,[C][=C][C][=C][Branch2][Ring1][O][C][S][C][Branch1][=N][C][S][C][=C][C][=C][S][C][=Ring1][Branch2][Ring1][Branch1][=C][S][C][=C][C][=Ring1][S][Ring1][Branch1][S][C][Branch1][=C][C][=C][N][=C][C][=N][S][N][=C][Ring1][=Branch2][Ring1][Branch1][=C][Ring2][Ring1][=C][O][Ring2][Ring1][P][nop][nop][nop][nop][nop]
